VideoID,Title,UploadDate,Views,Likes,Dislikes,Comments
JMfkp7m3Sr0,Google I/O 2012 - Chrome Sandbox Part 2,2012-06-28 21:47:25+00:00,2216,15,N/A,1
ZUUQQ5sLsws,Google I/O 2012 - Not Just a Map,2012-06-28 21:47:25+00:00,5714,25,N/A,3
j9ZO4mTDAtM,Google I/O 2012 - Spatial Data Visualization,2012-06-28 21:47:25+00:00,35984,235,N/A,12
pXFA31KQvK0,Google I/O 2012 - Chrome Sandbox Part 1,2012-06-28 21:47:25+00:00,4255,23,N/A,3
j0XQ2FpTJyQ,Google I/O 2012 - Writing Polished Apps that have Deep Integration into the Google Drive UI,2012-06-28 21:47:25+00:00,5010,20,N/A,1
Erd2k6EKxCQ,Google I/O 2012 - What's New in Android Developers' Tools,2012-06-28 22:27:47+00:00,98040,540,N/A,47
klmje0NVOJY,Google I/O 2012 - Robots @ I/O,2012-06-28 23:45:35+00:00,6745,74,N/A,7
j8oFAr1YR-0,Google I/O 2012 - The Next Evolution of Chrome Apps,2012-06-28 23:45:35+00:00,39453,226,N/A,27
ShpiSTUfBRo,Google I/O 2012 - Integrating Google+ Into Mobile Apps,2012-06-28 23:45:35+00:00,7997,58,N/A,8
KSljF4cCBKM,Pitch Night at Google! Powered by Startup Weekend and Google Developer Groups,2012-06-29 06:22:43+00:00,12361,73,N/A,0
lz0o-y-2wT0,How we did it - Project Glass Demo At Google I/O,2012-06-29 07:27:25+00:00,29625,151,N/A,18
mrcy3m3rPGM,Google I/O 2012 - Behind the Scenes: Glass Demo Day 2,2012-06-29 13:33:25+00:00,35727,171,N/A,9
Xthqod1Oonc,"Google I/O 2012 - Mobile YouTube API Apps for Content Creators, Curators and Consumers",2012-06-29 14:13:41+00:00,2451,21,N/A,5
rRoy6I4gKWU,Google I/O 2012 - SQL vs NoSQL: Battle of the Backends,2012-06-29 15:07:33+00:00,401927,2588,N/A,120
qZRsVqOIWms,Google I/O 2012 - Putting Together the Pieces: Building Apps with Google Apps Script,2012-06-29 15:07:34+00:00,19781,110,N/A,7
q3HliaMjL38,Google I/O 2012 - Making Android Apps Accessible,2012-06-29 15:07:34+00:00,25445,95,N/A,10
lqQ6VFd3Tnw,Google I/O 2012 - Building Data Pipelines at Google Scale,2012-06-29 15:07:34+00:00,9425,57,N/A,0
YxogQGnMA9Y,Google I/O 2012 - Putting the App Back into Web App - Web Programming with Dart,2012-06-29 15:07:34+00:00,9788,60,N/A,12
JCgTAWXwjOk,Google I/O 2012 - Building a Business Around the Places API,2012-06-29 15:07:34+00:00,3990,46,N/A,4
EvACKPBo_R8,Google I/O 2012 - Migrating Code from GWT to Dart,2012-06-29 15:07:34+00:00,11748,51,N/A,17
E8C8ouiXHHk,Google I/O 2012 - WebRTC: Real-time Audio/Video and P2P in HTML5,2012-06-29 15:07:34+00:00,118650,580,N/A,35
tpEGuSwv1fY,Google I/O 2012 - Introducing Google Wallet Cloud APIs,2012-06-29 15:07:34+00:00,7530,50,N/A,3
tPtJd6AzU8c,Google I/O 2012 - Keynote Day 2,2012-06-29 15:32:09+00:00,161546,1339,N/A,178
8JDDNPyvqpE,Google I/O 2012 - Day 1 Highlights from the Keynote,2012-06-29 15:41:25+00:00,12241,155,N/A,11
N9UID-3SpqM,Google I/O 2012 - Nexus 7 with Google Play Reactions,2012-06-29 15:41:25+00:00,18818,192,N/A,25
TELArK6SmyY,Google I/O 2012 - Running Google on Google,2012-06-29 15:41:25+00:00,5541,46,N/A,0
VPHHlnyoGfk,Google I/O 2012 - Getting the Most Out of Python 2.7 on App Engine,2012-06-29 15:41:25+00:00,35647,142,N/A,7
VgreqAL5pxw,Google I/O 2012 - Fireside Chat with the Google+ Platform Team,2012-06-29 15:41:25+00:00,3278,35,N/A,3
gbQb1PVjfqM,Google I/O 2012 - Doing More With Less: Being a Good Android Citizen,2012-06-29 15:41:25+00:00,28007,272,N/A,19
bwOhfoewMYs,Google I/O 2012 - New Web Tools and Advanced CSS/HTML5 Features from Adobe & Google,2012-06-29 15:41:25+00:00,21284,177,N/A,10
fBvgP4jSWJw,Google I/O 2012 - Advanced Google+ History API,2012-06-29 15:41:25+00:00,2350,24,N/A,2
u2pnD2ZsEYs,Google I/O 2012 - Ignite,2012-06-29 15:41:25+00:00,18282,158,N/A,16
amZM8oZBgfk,Google I/O 2012 - Multi-Versioning Android User Interfaces,2012-06-29 15:41:25+00:00,26931,225,N/A,8
hAzhayTnhEI,Google I/O 2012 - Jank Busters: Building Performant Web Apps,2012-06-29 15:41:25+00:00,41511,324,N/A,16
3pASpPN4UsE,Google I/O 2012 - Google Maps Sandbox,2012-06-29 15:41:26+00:00,2462,24,N/A,1
0-sF5ZWB_FY,Google I/O 2012 - Introducing Google Compute Engine,2012-06-29 15:41:26+00:00,14414,88,N/A,4
3pxf3Ju2row,Google I/O 2012 - Chrome Developer Tools Evolution,2012-06-29 15:41:26+00:00,53615,305,N/A,12
LcK3UW_prB0,Google I/O 2012 - Getting More from the Google+ Platform,2012-06-29 15:41:26+00:00,1409,25,N/A,1
G0Vc0zTrmj4,Google I/O 2012 - Enterprise Geospatial in the Cloud,2012-06-29 15:41:26+00:00,4218,22,N/A,2
Q8m9sHdyXnE,Google I/O 2012 - For Butter or Worse: Smoothing Out Performance in Android UIs,2012-06-29 15:41:26+00:00,67166,659,N/A,33
25HkrDjg6sQ,Google I/O 2012 - Introducing the Google Drive SDK,2012-06-29 18:30:41+00:00,6388,30,N/A,2
5nRNbKPiSQ8,Google I/O 2012 - Best Practices for Maps API Developers,2012-06-29 18:30:41+00:00,5047,39,N/A,3
x9KOS1VQgqQ,Google I/O 2012 - What's Next for Chrome Extensions?,2012-06-29 18:30:41+00:00,6396,52,N/A,4
Z9uhYIzaiHI,Google I/O 2012 - Building Web Applications using Google APIs and JavaScript Client for Google APIs,2012-06-29 18:30:41+00:00,24684,105,N/A,5
NU_wNR_UUn4,"Google I/O 2012 - Building Mobile App Engine Backends for Android, iOS and the Web",2012-06-29 18:30:41+00:00,68988,386,N/A,19
sPagpg0b7no,Google I/O 2012 - Computing Map Tiles with Go on App Engine,2012-06-29 18:30:41+00:00,12325,57,N/A,5
hFsCG7v9Y4c,Google I/O 2012 - Turning the Web Up to 11,2012-06-29 18:30:42+00:00,12874,134,N/A,11
bNbKpUqkOso,Google I/O 2012 - Get your Content on Google TV,2012-06-29 18:30:42+00:00,7561,49,N/A,2
ZUaKSs3utrs,Google I/O 2012 - ADK 2.0,2012-06-29 18:30:42+00:00,34513,187,N/A,20
Xho2RCqRLYE,Google I/O 2012 - Maps for Good,2012-06-29 18:30:42+00:00,4950,22,N/A,1
O1YjdKh-rPg,Google I/O 2012 - How to Build Apps that Love Each Other with Web Intents,2012-06-29 18:30:42+00:00,5266,42,N/A,5
JB4ulhFFdH4,Google I/O 2012 - Protecting your User Experience While Integrating 3rd-party Code,2012-06-29 18:30:42+00:00,2064,34,N/A,0
mXD3neNwxk0,Google I/O 2012 - Cloud Support,2012-06-29 18:30:43+00:00,3874,25,N/A,1
Q0V_ld7iNw4,Google I/O 2012 - The Sensitive Side of Android,2012-06-29 18:30:43+00:00,26049,140,N/A,10
3WFsx-u-q3Y,Google I/O 2012 - New YouTube Android Player Tools,2012-06-29 18:30:43+00:00,33158,156,N/A,42
UJPdhx5zTaw,Google I/O 2012 - Breaking the JavaScript Speed Limit with V8,2012-06-29 19:03:09+00:00,143368,1295,N/A,51
RQws6vsoav8,Google I/O 2012 - New Low-Level Media APIs in Android,2012-06-30 17:56:17+00:00,11041,56,N/A,14
PwC1OlJo5VM,Google I/O 2012 - Making Good Apps Great: More Advanced Topics for Expert Android Developers,2012-06-30 17:56:17+00:00,63476,446,N/A,28
PNu0BzKvqAM,Google I/O 2012 - Data Driven Storytelling,2012-06-30 17:56:17+00:00,6875,66,N/A,7
2OaKI4mXZ9w,Google I/O 2012 - Google TV Sandbox,2012-06-30 17:56:17+00:00,4970,37,N/A,4
o-UKp2zezk4,Google I/O 2012 - Google I/O Throughout The Years,2012-06-30 17:56:17+00:00,4941,35,N/A,13
ws2VRHq5ars,Google I/O 2012 - Google Compute Engine -- Technical Details,2012-06-30 21:10:41+00:00,29997,252,N/A,25
2NL_83EG0no,Google I/O 2012 - Android Design for Success,2012-07-02 15:14:53+00:00,81178,261,N/A,17
2jCVmfCse1E,Google I/O 2012 - So You've Read the Design Guide; Now What?,2012-07-02 15:14:53+00:00,35582,148,N/A,6
BMAr7TpTzMc,Google I/O 2012 - YouTube Sandbox,2012-07-02 15:14:53+00:00,6742,23,N/A,6
Rj8JoAAytyg,Google I/O 2012 - Deep Dive into the Next Version of the Google Drive API,2012-07-02 15:14:53+00:00,2734,6,N/A,0
XwGHJJYBs0Q,Google I/O 2012 - Navigation in Android,2012-07-02 15:14:53+00:00,48842,149,N/A,7
kKQLhGZVN4A,Google I/O 2012 - Go in Production,2012-07-02 15:14:53+00:00,45810,207,N/A,59
sln-gJaURzk,Google I/O 2012 - Meet the Go Team,2012-07-02 15:14:53+00:00,99958,1435,N/A,92
xSGA19rG_D8,Google I/O 2012 - Developing for a Global Audience: Tools for Localization and Internationalization,2012-07-02 15:14:53+00:00,2566,12,N/A,0
f6kdp27TYZs,Google I/O 2012 - Go Concurrency Patterns,2012-07-02 15:14:53+00:00,849100,7732,N/A,233
1zvhs5FR0X8,Google I/O 2012 - Native Client LIVE,2012-07-02 15:14:54+00:00,7457,32,N/A,7
8lJewIWVI5s,Google I/O 2012 - Storing Data in Google Apps Script,2012-07-02 15:14:54+00:00,9957,74,N/A,4
KOsJIhmeXoc,Google I/O 2012 - Life of a Native Client Instruction,2012-07-02 15:14:54+00:00,4477,53,N/A,2
Nli4Vy2zGYA,Google I/O 2012 - Command and Control in the Living Room - Building Second Screen Apps for Google TV,2012-07-02 15:14:54+00:00,3701,31,N/A,1
OTCuYzAw31Y,Google I/O 2012 - The Art of Organizational Manipulation,2012-07-02 15:14:54+00:00,46556,744,N/A,14
Q1hCGZ13pn4,Google I/O 2012 - Fireside Chat with the Google Maps API Team,2012-07-02 15:14:54+00:00,1620,6,N/A,1
RPJENzweI-A,Google I/O 2012 - Security and Privacy in Android Apps,2012-07-02 15:14:54+00:00,23996,107,N/A,7
WHhwXAw4Y64,Google I/O 2012 - Real World Web Performance Measurement,2012-07-02 15:14:54+00:00,4366,25,N/A,1
XEoVkt07cSQ,Google I/O 2012 - A Master Class in Map Styling,2012-07-02 15:14:54+00:00,3791,23,N/A,1
Ytv7b-3nQUo,Google I/O 2012 - Automating the Use of Affiliate Links to Monetize Your Web Site,2012-07-02 15:14:54+00:00,4084,27,N/A,2
_-B9mNAmzTI,Google I/O 2012 - Measuring the End-to-End Value of Your App,2012-07-02 15:14:54+00:00,7781,35,N/A,2
iJDoxOTyMdk,Google I/O 2012 - Advanced Design for Engineers,2012-07-02 15:14:54+00:00,56261,314,N/A,12
iY-_tO_L3VQ,Google I/O 2012 - Advancing Accessibility for the Web,2012-07-02 15:14:54+00:00,4379,52,N/A,5
jD_-r6y558o,Google I/O 2012 - Building High Performance Mobile Web Applications,2012-07-02 15:14:54+00:00,7130,72,N/A,5
v9TG7OzsZqQ,Google I/O 2012 - HTML5 and App Engine: The Epic Tag Team Take on Modern Web Apps at Scale,2012-07-02 15:14:54+00:00,14573,99,N/A,6
TEwpppxgZhM,Google I/O 2012 - Upgrading Your Web App to a Chrome App,2012-07-02 15:14:54+00:00,2402,23,N/A,1
fSNx6Zxpz7I,Keynote Stunt Day2 3000Kbps 720p,2012-07-02 15:14:55+00:00,876,16,N/A,1
ie4I7B-umbA,Google I/O 2012 - Fast UIs for the Cross-Device Web,2012-07-02 15:14:55+00:00,5335,49,N/A,3
ypO2q_KBz9I,Google I/O 2012 - Getting Started with Google+ History API,2012-07-02 15:14:55+00:00,2606,32,N/A,2
sN4jUOYHVHk,Google I/O 2012 - Bring Your App to the Big Screen,2012-07-02 15:14:55+00:00,3894,30,N/A,0
zzB50Ll6JSA,Women Techmakers: 2012,2012-07-03 02:01:39+00:00,4593,51,N/A,10
ADHQki0v600,Designing Products for Women at Google I/O 2012,2012-07-03 02:48:55+00:00,46384,113,N/A,4
YLHyeSuBspI,Google I/O 2012 - OAuth 2.0 for Identity and Data Access,2012-07-03 02:50:35+00:00,144749,750,N/A,30
QI8623HlYd4,Google I/O 2012 - Crunching Big Data with BigQuery,2012-07-03 02:52:27+00:00,37346,187,N/A,11
_8Szf-eY27k,Google I/O 2012 - Optimizing Your Code Using Features of Google APIs,2012-07-03 02:53:42+00:00,7747,41,N/A,2
YmCqJlzIUXs,Google I/O 2012 - New Low-Level Media APIs in Android,2012-07-03 02:58:57+00:00,14267,96,N/A,5
wnXt7ofkniM,Google I/O 2012 - From Weekend Hack to Funded Startup - How to Build Your Team and Raise Money,2012-07-03 03:00:19+00:00,12186,125,N/A,12
I3Dh5a9XxX4,Google I/O 2012 - Managing Google Compute Engine Virtual Machines Through Google App Engine,2012-07-03 03:01:29+00:00,8214,45,N/A,5
y1rTOyQde74,Google I/O 2012 - Empowering your Workforce with Google Maps,2012-07-03 03:08:00+00:00,6367,51,N/A,5
8eYliX47sVI,Google I/O 2012 - Getting Direct Feedback from your YouTube Community,2012-07-03 18:23:20+00:00,218746,127,N/A,8
x6ufnham81k,Google I/O 2012 - YouTube Channels: Get with the Program!,2012-07-03 18:24:26+00:00,6363,49,N/A,13
xRGyzqD-vRg,Google I/O 2012 - Writing Efficient Drive Apps for Android,2012-07-03 18:44:48+00:00,17369,74,N/A,7
HkzPc8ZvCco,Google I/O 2012 - Up Close and Personal: NFC and Android Beam,2012-07-03 18:44:49+00:00,17004,126,N/A,12
YoaP6hcDctM,Google I/O 2012 - Google Cloud Messaging for Android,2012-07-03 18:44:49+00:00,46295,340,N/A,34
lc_Eme_xpr4,Google I/O 2012 - What's Possible with the Google Drive SDK,2012-07-03 18:44:49+00:00,11270,66,N/A,9
dylFNrvZ_3U,Google I/O 2012 - Building Android Applications that Use Web APIs with Yaniv Inbar and Sriram Saroop,2012-07-03 18:44:49+00:00,33676,158,N/A,14
tcl24asytos,Google I/O 2012 - Use What You Know: HTML and JavaScript in Apps Script,2012-07-03 18:44:49+00:00,32291,230,N/A,11
zN5MYf8FtN0,Google I/O 2012 - SPDY: It's Here!,2012-07-09 18:06:27+00:00,11281,128,N/A,10
LJpCCksyBN8,Root Access: Don Dodge talks to 3 time founder Jennifer Reuting of DocRun,2012-07-09 20:06:03+00:00,4471,57,N/A,6
wyJSgTEjuII,Building Go apps on App Engine,2012-07-09 20:08:40+00:00,4821,31,N/A,2
HbOtn5VhGZU,Google I/O 2012 - Android WebView,2012-07-10 17:32:03+00:00,22191,81,N/A,7
8iUbr8RZKtg,Google I/O 2012 - Playing with Patterns,2012-07-10 17:33:53+00:00,48114,132,N/A,18
WDDgoxvQsrQ,Google I/O 2012 - Ten Things Game Developers Should Know,2012-07-10 17:37:50+00:00,35427,247,N/A,23
SYQym-qA_xI,Google I/O 2012 - It's a Startup World,2012-07-10 17:46:04+00:00,8907,36,N/A,4
cI35BAdKrr4,Google I/O 2012 - Powering Your Application's Data using Google Cloud Storage,2012-07-10 17:46:04+00:00,23770,42,N/A,5
gij0ntgxDNA,Google I/O 2012 - Making Google Product Search Work for You Using the Content API for Shopping,2012-07-10 17:47:29+00:00,1702,7,N/A,0
UC9LwtA_MC8,Google I/O 2012 - Chrome/OS Fireside Chat,2012-07-10 17:48:36+00:00,3798,18,N/A,7
5lMcNPDR6uw,Google I/O 2012 - Gaming in the Cloud,2012-07-10 18:03:04+00:00,6614,61,N/A,3
6EJ801el-I8,Google I/O 2012 - High Performance HTML5,2012-07-10 18:04:49+00:00,49914,271,N/A,20
zQ5_47zy4bY,Google I/O 2012 - Optimizing Your Google App Engine App,2012-07-10 18:08:47+00:00,7207,45,N/A,1
UbLCEJ4sRFw,Google I/O 2012 - Big Data: Turning Your Data Problem Into a Competitive Advantage,2012-07-10 18:10:27+00:00,7726,36,N/A,2
pGtrs_SqZOU,Google I/O 2012 - Knowledge-Based Application Design Patterns,2012-07-10 18:12:09+00:00,8178,58,N/A,2
GBxv8SaX0gg,Google I/O 2012 - Writing Secure Web Apps and Chrome Extensions,2012-07-10 18:16:38+00:00,8291,50,N/A,4
0G9OaTzdOa0,Google I/O 2012 - Beyond Paper: Google Cloud Print and the Future of Printing,2012-07-10 18:18:43+00:00,17607,60,N/A,8
VOf27ez_Hvg,Google I/O 2012 - The History and Future of Google Web Toolkit,2012-07-10 18:19:30+00:00,20806,142,N/A,14
g2vE2VF2fXY,Google Maps API Office Hours,2012-07-10 18:31:44+00:00,3031,24,N/A,0
vNq8d5SmYwQ,Google+ Platform Office Hours: I/O Recap,2012-07-10 22:29:08+00:00,3050,24,N/A,0
HAIIfh8C2Q8,Dartisans ep. 7: Dart News and Special Guests,2012-07-10 23:28:21+00:00,4444,35,N/A,0
S4XJJhFhr_E,Google Drive Office Hours,2012-07-11 21:02:42+00:00,7730,35,N/A,0
9K7lPCCogD4,Google Payments Live,2012-07-12 17:26:23+00:00,4879,43,N/A,1
jr9B6WkoTMI,Google Drive Question Time 7/16/2012,2012-07-16 21:08:37+00:00,2601,22,N/A,0
Hl1sp9axHEY,Yeoman with Addy Osmani,2012-07-17 16:41:16+00:00,25667,123,N/A,2
ayhDAWp16eg,Google+ Platform Office Hours: Snippets,2012-07-17 21:52:05+00:00,2970,28,N/A,1
3jNiR8pY7XI,YouTube Developers Live Office Hours: Gloto and Groovideo,2012-07-18 18:00:41+00:00,2371,19,N/A,0
8V4_-1ncbj8,"Content API for Shopping Office Hours - July 19, 2012",2012-07-19 17:30:32+00:00,1122,5,N/A,0
bTGdOrypyUw,Google Drive SDK Question Time,2012-07-19 18:55:56+00:00,2619,14,N/A,0
9RCuW6K1afs,Dart's plan to make it easier for you to build web apps,2012-07-24 18:39:31+00:00,19640,368,N/A,42
67IPYFsPZEU,Highlights from Google I/O 2012,2012-07-24 19:28:04+00:00,55876,568,N/A,37
4mcJE_KwX3A,Google+ Platform Office Hours: Wallet APIs in a Hangout App,2012-07-24 22:04:13+00:00,3036,45,N/A,0
LIU1fdhdmkk,Dartisans ep. 8: Rikulo Framework and Changes to Libraries and Imports,2012-07-25 16:51:24+00:00,2833,37,N/A,0
oFR4o6yE-aY,YouTube Developers Office Hours,2012-07-25 17:58:03+00:00,1435,15,N/A,1
x18vEEfpK3g,Making Accessible Web Apps Using HTML5 and ChromeVox,2012-07-25 21:43:58+00:00,42554,740,N/A,48
cE6gb5pqr1k,Introduction to Google App Engine Search,2012-07-26 15:59:24+00:00,10175,73,N/A,7
ZE8ODPL2VPI,[Newer Version Available] Introduction to the Google Maps API,2012-07-26 16:06:03+00:00,199929,1281,N/A,96
yojJ2-7TZEg,Getting Started with Google Shopping APIs,2012-07-26 16:08:04+00:00,21554,136,N/A,12
jiAZAYmL5Ew,"So Much Storage, So Little Time",2012-07-26 16:11:58+00:00,1913,27,N/A,7
Jm5rVSevb7E,"Chrome Office Hours, live from London",2012-07-26 16:52:44+00:00,3563,50,N/A,0
w7PROJdhVaU,Google Payments Office Hours,2012-07-26 17:36:13+00:00,1780,19,N/A,0
c1vY8pEhbHs,Google Drive SDK Question Time,2012-07-26 18:55:25+00:00,2060,21,N/A,0
olN7yqUsxmg,Robert Scoble talks startup innovation with Don Dodge,2012-07-26 21:31:57+00:00,2992,53,N/A,4
CCTJ46_FpaU,The first steps in manipulating files in Google Drive,2012-07-30 20:06:07+00:00,6510,48,N/A,8
5oG2Q2GMOBE,Getting started with the Google Places API,2012-07-30 20:06:46+00:00,148734,722,N/A,31
HvRDht5v8pA,Q&A for Getting Started with the Google Places API,2012-07-30 20:09:03+00:00,4053,23,N/A,5
IhpixSrp3Ak,Google Drive SDK Question Time,2012-07-30 22:24:13+00:00,1704,35,N/A,0
zzRmcGLkgHI,Google+ Platform Office Hours: The History API,2012-07-31 22:10:02+00:00,2092,27,N/A,2
KKvl8low6lE,Getting Started with Google Compute Engine,2012-08-01 00:02:35+00:00,7025,56,N/A,2
7lDQhxZII6c,Web Intents Wednesdays,2012-08-01 16:52:13+00:00,1687,17,N/A,0
v9u2pUM4w3Y,Google Places API Developer Challenge: Cities,2012-08-01 17:03:16+00:00,3402,23,N/A,3
Q7OHLaC0AjA,Google Places API Developer Challenge,2012-08-01 17:03:35+00:00,27416,111,N/A,11
2KmHtgtEZ1s,Get Started with Go,2012-08-01 17:49:22+00:00,81449,836,N/A,54
XWfGF9Nccwo,YouTube Developers Live: Kamcord,2012-08-01 18:12:50+00:00,2494,27,N/A,0
HCxQZDSk2bc,OSCAR: The Hangout Robot,2012-08-01 20:27:53+00:00,9594,52,N/A,4
2p4cg4m-gxw,"Apps Script Office Hours - August 2, 2012",2012-08-02 15:36:12+00:00,3410,17,N/A,0
3kVx6HCo7JQ,"Content API for Shopping Office Hours - August 2, 2012",2012-08-02 17:46:38+00:00,869,11,N/A,0
1rs9jj7fYxU,Google Drive SDK Question Time,2012-08-02 18:55:52+00:00,1617,16,N/A,0
Bx1R5ObX2Zw,"Introducing OSCAR, The Hangout Robot",2012-08-03 17:36:56+00:00,6756,66,N/A,0
3Goz6dH2y7M,Google Ventures' Kevin Rose on what makes a great startup team,2012-08-03 17:56:24+00:00,8389,82,N/A,11
UBYgiHZYol8,Google Drive App Review: Loupe,2012-08-06 20:47:48+00:00,2979,41,N/A,0
SvpWNTOGDF8,Google Maps Developers Office Hours,2012-08-07 17:41:43+00:00,2051,22,N/A,0
6KbTIwvbd40,Google+ Platform Office Hours - Hangouts,2012-08-07 22:14:01+00:00,1660,21,N/A,0
MILSirUni5E,YouTube Developers Live: API v3 Overview,2012-08-08 17:59:39+00:00,13064,89,N/A,371
yV_a9G1ejwM,Dartisans ep. 9: Isolates and Mirror API,2012-08-08 22:44:22+00:00,2647,28,N/A,0
v-_7AF2uzaw,App Engine Office Hours,2012-08-08 23:23:24+00:00,2350,19,N/A,0
ZV_BIGmpfF8,Chrome Developers: Web Audio (Part 1),2012-08-09 16:47:46+00:00,6822,75,N/A,1
nJYTuPVFufY,Google Payments Office Hours,2012-08-09 17:37:00+00:00,996,23,N/A,0
VYtW5K8Lbhg,Google Drive App Review: Desmos,2012-08-09 18:53:35+00:00,4901,34,N/A,0
D-dvFq2RIhM,Presentando la pasión del desarrollo en el ecosistema Google,2012-08-09 21:06:51+00:00,1614,42,N/A,0
dAhhniqwkp8,An Introduction to WebRTC,2012-08-10 03:52:45+00:00,16687,61,N/A,5
b6o9Dam3Iu8,Google Drive SDK Live: Google Drive vs Traditional File Systems,2012-08-13 20:59:43+00:00,5454,38,N/A,0
6Nb65wOWoT8,Chrome Apps: Office Hours,2012-08-14 17:24:06+00:00,4844,44,N/A,0
NCFVEuKQgBM,Make the Web Fast: Measuring Performance with Google Analytics Site Speed Reports,2012-08-14 21:48:33+00:00,7683,89,N/A,0
wKaWt8Q4KjE,Google+ Platform Office Hours: Mobile,2012-08-14 22:27:11+00:00,2107,30,N/A,0
fR1J7_fUGvQ,YouTube Developers Live: Vidcaster,2012-08-15 17:56:56+00:00,4381,40,N/A,0
XkDKdeu5qT4,"Google Games Chat, Episode 1",2012-08-15 20:17:45+00:00,1902,27,N/A,0
XLrfCeOlfFw,"La web del mañana HTML5, persistencia fuera de línea",2012-08-15 20:40:59+00:00,2997,68,N/A,0
y_1M0ilLoZU,"App Script Office Hours - August 16, 2012",2012-08-16 15:36:57+00:00,1277,17,N/A,0
oMyJ7G7c7eg,Bill Gross of IdeaLab talks to Don Dodge about his incubator,2012-08-16 16:53:45+00:00,1300,25,N/A,4
lrzzi2z_BfQ,"Content API for Shopping Office Hours - August 16, 2012",2012-08-16 17:25:59+00:00,828,11,N/A,0
zJVCKvXtHtE,Google Drive SDK: Writing your first Drive app in Python,2012-08-16 18:58:58+00:00,35175,159,N/A,11
ewPf5kQst4w,GDG Spotlight: Mexico City,2012-08-16 20:40:27+00:00,1621,17,N/A,0
JeR506RJQjQ,"Google Games Chat, Episode 2",2012-08-16 21:54:42+00:00,3435,47,N/A,0
hS8hjahIRO4,App Engine & Cloud SQL,2012-08-20 17:15:00+00:00,7013,43,N/A,1
o9wGleperZU,Dartisans ep. 10: Dart Plugin for IntelliJ,2012-08-20 18:46:54+00:00,3173,41,N/A,6
QOemevMwF8o,Google Drive App Review - InstallFree Nexus,2012-08-20 21:01:42+00:00,3332,40,N/A,0
4wy0_YNhtfA,Google+ Hangouts API v1.2,2012-08-22 06:05:03+00:00,3649,49,N/A,2
ufOXzbUaUqM,Mars Mania and the Google Maps APIs!,2012-08-22 07:21:53+00:00,3192,31,N/A,0
NG42lu-GEbo,Chrome Apps Office Hours,2012-08-22 10:55:02+00:00,1981,33,N/A,0
-Gs1SPZnmrA,Mobile Chrome Office Hours: Tools for Mobile Web Development,2012-08-22 16:47:20+00:00,2299,55,N/A,0
uiCah7uvoKE,YouTube Developers Live: GoAnimate Demo and a Session on Preventing Quota Errors,2012-08-22 21:17:06+00:00,5707,62,N/A,3
JPSTJli1lNc,"Apps Script Office Hours - August 23, 2012",2012-08-23 21:03:21+00:00,2034,15,N/A,0
Iql-ReSPm6Y,Google Drive SDK: Writing your first Drive app in PHP,2012-08-24 20:22:22+00:00,34462,129,N/A,8
1pxkQ1mFjNA,Google Payments Live - Google Wallet updates,2012-08-24 22:05:16+00:00,20665,125,N/A,1
T_BQevqRp44,App Engine Load Testing and Performance Tips,2012-08-27 17:39:15+00:00,6846,61,N/A,0
BBIZe2PLD68,Google Drive App Review - Pixlr Editor and Pixlr Express,2012-08-27 20:51:59+00:00,4399,28,N/A,2
tmzxMO9lrF0,Chrome Apps Office Hours: Chrome Storage APIs,2012-08-28 16:44:02+00:00,27171,113,N/A,9
FmsLJHikRf8,Make The Web Fast - The HAR Show: Capturing and Analyzing performance data with HTTP Archive format,2012-08-28 19:03:53+00:00,35251,275,N/A,4
Sr8nkM8uwFU,YouTube Developers Live: Gaming,2012-08-28 21:03:49+00:00,2087,29,N/A,0
Th1Mz_805oU,Creating Custom Images for Google Compute Engine,2012-08-28 23:41:12+00:00,11911,57,N/A,9
gPBJCVujZDk,"Google Compute Engine Office Hours: August 22, 2012",2012-08-28 23:46:11+00:00,1436,14,N/A,4
iH4D2LiKbXg,Web Intents Wednesday,2012-08-29 16:54:25+00:00,1983,14,N/A,0
AN6quM3Tkaw,"App Scripts Office Hours - August 30, 2012",2012-08-30 15:38:11+00:00,5411,24,N/A,0
mL5evHMjLzw,"Content API for Shopping Office Hours - August 30, 2012",2012-08-30 17:29:07+00:00,848,8,N/A,0
uwrJSWqglTc,Google Drive SDK: Writing your first Drive app in .NET,2012-08-30 18:56:05+00:00,27333,79,N/A,7
wESFEKsaEbw,Google Games Chat #3!,2012-08-30 21:59:05+00:00,2252,34,N/A,0
lUa51drR5H0,"Maps We Like, and Why We Like Them",2012-08-31 02:08:59+00:00,3510,30,N/A,9
xR8iMm4Qd3U,Apps Script Developer Chat: Andrew Stillman,2012-08-31 16:05:17+00:00,2837,34,N/A,3
xkTm-cjvUss,"Google BigQuery: Batch, Connector for Excel and Office Hours!",2012-08-31 17:34:35+00:00,2767,22,N/A,0
-KoSodkuENg,History API: A Task List App,2012-08-31 19:59:35+00:00,3204,24,N/A,2
KGsPnC32zDw,Root Access: Don Dodge and Louis Gray on Entrepreneurs,2012-08-31 22:20:56+00:00,2723,35,N/A,0
4cIFRn0rp5s,Chrome Apps Office Hours: Storage API Deep Dive,2012-09-04 16:54:02+00:00,12477,61,N/A,4
vGWAiAfmrhc,YouTube Developers Live: Playlist Party Picker,2012-09-05 17:44:45+00:00,4723,21,N/A,0
Mo_G_3USIok,La evolución en lenguajes de programación presentando DART,2012-09-05 20:46:16+00:00,6407,68,N/A,1
